,best_speed
0,0.0197031985695948
1,0.0197031985695948
2,0.0197031985695948
3,0.0197031985695948
4,0.0197031985695948
5,0.0197031985695948
6,0.0197031985695948
7,0.0197031985695948
8,0.0197031985695948
9,0.0197031985695948
10,0.0197031985695948
11,0.0197031985695948
12,0.0197031985695948
13,0.0197031985695948
14,0.0197031985695948
15,0.0197031985695948
16,0.0197031985695948
17,0.0197031985695948
18,0.019974920161392185
19,0.019974920161392185
20,0.019974920161392185
21,0.019974920161392185
22,0.019974920161392185
23,0.019974920161392185
24,0.019974920161392185
25,0.019974920161392185
26,0.019974920161392185
27,0.019974920161392185
28,0.019974920161392185
29,0.019974920161392185
30,0.019974920161392185
31,0.019974920161392185
32,0.019974920161392185
33,0.019974920161392185
34,0.019974920161392185
35,0.019974920161392185
36,0.019974920161392185
37,0.019974920161392185
38,0.019974920161392185
39,0.019974920161392185
40,0.019974920161392185
41,0.019974920161392185
42,0.019974920161392185
43,0.019974920161392185
44,0.019974920161392185
45,0.019974920161392185
46,0.019974920161392185
47,0.019974920161392185
48,0.019974920161392185
49,0.019974920161392185
50,0.019974920161392185
51,0.022819664691736376
52,0.022819664691736376
53,0.022819664691736376
54,0.022819664691736376
55,0.022819664691736376
56,0.022819664691736376
57,0.023747196137655968
58,0.023861416518896544
59,0.023861416518896544
60,0.023861416518896544
61,0.023861416518896544
62,0.023861416518896544
63,0.04001713818413273
64,0.04001713818413273
65,0.04001713818413273
66,0.04001713818413273
67,0.04001713818413273
68,0.04001713818413273
69,0.04001713818413273
70,0.04001713818413273
71,0.04001713818413273
72,0.04001713818413273
73,0.04001713818413273
74,0.04001713818413273
75,0.04001713818413273
76,0.04001713818413273
77,0.04001713818413273
78,0.04001713818413273
79,0.04001713818413273
80,0.04001713818413273
81,0.04001713818413273
82,0.04001713818413273
83,0.04316438704340222
84,0.04316438704340222
85,0.04316438704340222
86,0.04316438704340222
87,0.04316438704340222
88,0.04316438704340222
89,0.04316438704340222
90,0.04316438704340222
91,0.04316438704340222
92,0.04316438704340222
93,0.04316438704340222
94,0.04316438704340222
95,0.04316438704340222
96,0.04316438704340222
97,0.04316438704340222
98,0.04316438704340222
99,0.04316438704340222
100,0.04316438704340222
