,best_speed
0,0.0328792670253961
1,0.0328792670253961
2,0.0328792670253961
3,0.0328792670253961
4,0.0328792670253961
5,0.0328792670253961
6,0.0328792670253961
7,0.0328792670253961
8,0.0328792670253961
9,0.0328792670253961
10,0.0328792670253961
11,0.0328792670253961
12,0.0328792670253961
13,0.0328792670253961
14,0.0328792670253961
15,0.0328792670253961
16,0.0328792670253961
17,0.0328792670253961
18,0.0328792670253961
19,0.0328792670253961
20,0.0328792670253961
21,0.0328792670253961
22,0.0328792670253961
23,0.0328792670253961
24,0.0328792670253961
25,0.0328792670253961
26,0.0328792670253961
27,0.0328792670253961
28,0.035135199057202776
29,0.035135199057202776
30,0.035135199057202776
31,0.035135199057202776
32,0.035135199057202776
33,0.035135199057202776
34,0.035135199057202776
35,0.035135199057202776
36,0.035135199057202776
37,0.035135199057202776
38,0.035135199057202776
39,0.035135199057202776
40,0.035135199057202776
41,0.035135199057202776
42,0.035135199057202776
43,0.035135199057202776
44,0.035135199057202776
45,0.035135199057202776
46,0.035135199057202776
47,0.035135199057202776
48,0.035135199057202776
49,0.035135199057202776
50,0.035135199057202776
51,0.035135199057202776
52,0.035135199057202776
53,0.035135199057202776
54,0.035135199057202776
55,0.035135199057202776
56,0.035135199057202776
57,0.035135199057202776
58,0.035135199057202776
59,0.035135199057202776
60,0.035135199057202776
61,0.035135199057202776
62,0.035135199057202776
63,0.035135199057202776
64,0.035135199057202776
65,0.035135199057202776
66,0.035135199057202776
67,0.035135199057202776
68,0.035135199057202776
69,0.035135199057202776
70,0.035135199057202776
71,0.035135199057202776
72,0.035135199057202776
73,0.035135199057202776
74,0.035135199057202776
75,0.035135199057202776
76,0.035135199057202776
77,0.035135199057202776
78,0.035135199057202776
79,0.035135199057202776
80,0.035135199057202776
81,0.035135199057202776
82,0.035135199057202776
83,0.035135199057202776
84,0.035135199057202776
85,0.03956250056947527
86,0.03956250056947527
87,0.03956250056947527
88,0.03956250056947527
89,0.03956250056947527
90,0.03956250056947527
91,0.03956250056947527
92,0.03956250056947527
93,0.03956250056947527
94,0.03956250056947527
95,0.03956250056947527
96,0.03956250056947527
97,0.03956250056947527
98,0.03956250056947527
99,0.048893984639606265
100,0.048893984639606265
