,best_speed
0,0.0328792670253961
1,0.0328792670253961
2,0.0328792670253961
3,0.0328792670253961
4,0.0328792670253961
5,0.0328792670253961
6,0.0328792670253961
7,0.0328792670253961
8,0.0328792670253961
9,0.0328792670253961
10,0.0328792670253961
11,0.0328792670253961
12,0.0328792670253961
13,0.0328792670253961
14,0.0328792670253961
15,0.0328792670253961
16,0.0328792670253961
17,0.0328792670253961
18,0.0328792670253961
19,0.0328792670253961
20,0.0328792670253961
21,0.0328792670253961
22,0.0328792670253961
23,0.0328792670253961
24,0.0328792670253961
25,0.0328792670253961
26,0.0328792670253961
27,0.0328792670253961
28,0.0328792670253961
29,0.0328792670253961
30,0.0328792670253961
31,0.0328792670253961
32,0.0328792670253961
33,0.0328792670253961
34,0.0328792670253961
35,0.0328792670253961
36,0.0328792670253961
37,0.0328792670253961
38,0.0328792670253961
39,0.0328792670253961
40,0.0328792670253961
41,0.0328792670253961
42,0.0328792670253961
43,0.0328792670253961
44,0.0328792670253961
45,0.0328792670253961
46,0.0328792670253961
47,0.0328792670253961
48,0.0328792670253961
49,0.0328792670253961
50,0.0328792670253961
51,0.0328792670253961
52,0.0328792670253961
53,0.0328792670253961
54,0.0328792670253961
55,0.0328792670253961
56,0.0328792670253961
57,0.0328792670253961
58,0.0328792670253961
59,0.0328792670253961
60,0.0328792670253961
61,0.0328792670253961
62,0.0328792670253961
63,0.0328792670253961
64,0.03388663534005511
65,0.03388663534005511
66,0.03388663534005511
67,0.03388663534005511
68,0.03388663534005511
69,0.03388663534005511
70,0.03388663534005511
71,0.03388663534005511
72,0.03388663534005511
73,0.03388663534005511
74,0.03388663534005511
75,0.03388663534005511
76,0.03388663534005511
77,0.03388663534005511
78,0.03388663534005511
79,0.03388663534005511
80,0.03388663534005511
81,0.03388663534005511
82,0.03388663534005511
83,0.03388663534005511
84,0.03388663534005511
85,0.03388663534005511
86,0.03388663534005511
87,0.03388663534005511
88,0.03388663534005511
89,0.03388663534005511
90,0.03388663534005511
91,0.03388663534005511
92,0.03388663534005511
93,0.03388663534005511
94,0.03388663534005511
95,0.03388663534005511
96,0.03388663534005511
97,0.03388663534005511
98,0.03388663534005511
99,0.03388663534005511
100,0.03388663534005511
