,best_speed
0,0.043746363642809
1,0.043746363642809
2,0.043746363642809
3,0.043746363642809
4,0.043746363642809
5,0.043746363642809
6,0.043746363642809
7,0.043746363642809
8,0.043746363642809
9,0.043746363642809
10,0.043746363642809
11,0.043746363642809
12,0.043746363642809
13,0.043746363642809
14,0.043746363642809
15,0.043746363642809
16,0.043746363642809
17,0.043746363642809
18,0.043746363642809
19,0.043746363642809
20,0.043746363642809
21,0.043746363642809
22,0.043746363642809
23,0.043746363642809
24,0.043746363642809
25,0.043746363642809
26,0.043746363642809
27,0.043746363642809
28,0.043746363642809
29,0.043746363642809
30,0.043746363642809
31,0.043746363642809
32,0.043746363642809
33,0.043746363642809
34,0.043746363642809
35,0.043746363642809
36,0.043746363642809
37,0.043746363642809
38,0.043746363642809
39,0.043746363642809
40,0.043746363642809
41,0.043746363642809
42,0.043746363642809
43,0.043746363642809
44,0.043746363642809
45,0.043746363642809
46,0.043746363642809
47,0.043746363642809
48,0.043746363642809
49,0.043746363642809
50,0.043746363642809
51,0.043746363642809
52,0.043746363642809
53,0.043746363642809
54,0.043746363642809
55,0.043746363642809
56,0.043746363642809
57,0.043746363642809
58,0.043746363642809
59,0.043746363642809
60,0.043746363642809
61,0.043746363642809
62,0.043746363642809
63,0.043746363642809
64,0.043746363642809
65,0.043746363642809
66,0.043746363642809
67,0.043746363642809
68,0.043746363642809
69,0.043746363642809
70,0.043746363642809
71,0.043746363642809
72,0.043746363642809
73,0.043746363642809
74,0.043746363642809
75,0.043746363642809
76,0.043746363642809
77,0.043746363642809
78,0.043746363642809
79,0.043746363642809
80,0.043746363642809
81,0.043746363642809
82,0.043746363642809
83,0.043746363642809
84,0.043746363642809
85,0.043746363642809
86,0.043746363642809
87,0.043746363642809
88,0.043746363642809
89,0.043746363642809
90,0.043746363642809
91,0.043746363642809
92,0.043746363642809
93,0.043746363642809
94,0.043746363642809
95,0.043746363642809
96,0.043746363642809
97,0.043746363642809
98,0.043746363642809
99,0.043746363642809
100,0.043746363642809
